campaign,year,page,platform,media_type,category_l0,category_l1,category_l2,url,content,cost_nzd,views,hours,engagement,description_json,duration_seconds
Organic | Website,2025,NZ Sevens,IG,Short Video,Social,Teams Promo,Black Ferns,https://www.instagram.com/reel/DQc5OCOEuH8/,"you heard ‘em! hot chips and hot chicks 🍟🤣 don’t miss the best next gen talent on show in @ignite7s plus our all blacks sevens and black ferns sevens go head-to-head with australia, fiji and japan! 📆 1 & 2 november 📍blake park, mount maunganui 🎟️ free admission #ignite7s | #allblacks7s | #blackferns7s",,98245.0,133.77,3103.0,"{""play_by_play"": ""Three Black Ferns Sevens players walk across a sunny field at Blake Park, enthusiastically addressing the camera to promote an upcoming tournament: 'Wh\u0101nau, it's been five years, but we're back! This weekend we've got the next generation playing Ignite. Who else do we have? We've got Aussie, the Black Ferns, Japan, and Fiji, all playing here at Blake Park this weekend! And we've got hot chips and hot chicks! So come along and support!'"", ""content_theme"": [""non rugby related""], ""format_access"": [""promotion"", ""candid clip""], ""people"": [""black ferns sevens""], ""brands"": [""toyota"", ""adidas""], ""event"": [""sevens""], ""tone"": [""excitement"", ""lighthearted"", ""humour""], ""context"": [""pre-match""], ""overall_team"": [""women""], ""audio_format"": [""voice"", ""song""]}",22.47546485260771
Organic | Website,2025,NZ Sevens,IG,Short Video,Live & Highlights,Social posts,NZLvRSA,https://www.instagram.com/reel/DOg8sxOCgok/,your sevens whānau backing you all the way 🖤 don’t miss @boomfa_ in his @allblacks debut tonight against the boks! #allblacks7s | #nzlvrsa,,165390.0,357.4891,6010.0,"{""play_by_play"": ""A series of video messages from rugby players and coaches congratulating a player nicknamed Boomfa on making his All Blacks debut. Brady Rush sends best wishes and says everyone is proud of him. Tim Mikkelson congratulates him on earning his first cap. Kelly Brazier and members of the Black Ferns Sevens offer their congratulations from camp in England. Sam Dickson expresses excitement for his debut against South Africa. Moses Leo commends his hard work and dedication. Tomasi Cama calls it a dream come true. Sarah Hirini says she cannot wait to see him play in the All Blacks jersey. Clark Laidlaw reflects on how far he has come since earlier conversations. Roderick Solo and All Blacks Sevens players in Mt Maunganui cheer him on. Joe Webber and his daughters thank him for his support and wish him luck for Saturday."", ""content_theme"": [""player story"", ""celebration""], ""format_access"": [""montage"", ""candid clip""], ""people"": [""brady rush"", ""tim mikkelson"", ""kelly brazier"", ""sam dickson"", ""moses leo"", ""tomasi cama"", ""sarah hirini"", ""clark laidlaw"", ""roderick solo"", ""joe webber""], ""brands"": [""adidas""], ""event"": [""all blacks"", ""sevens""], ""tone"": [""pride"", ""wholesome"", ""excitement""], ""context"": [""pre-match""], ""overall_team"": [""men""], ""audio_format"": [""voice"", ""song""]}",114.91410430839002
Organic | Website,2025,NZ Sevens,IG,Short Video,Social,Teams Promo,HSBC SVNS,https://www.instagram.com/reel/DR9tpnRgSg7/,your newest caps delivering in their debut tournament 🙌🏽 #allblacks7s | #cptsvns,,74229.0,151.5002,2822.0,"{""play_by_play"": ""Text on screen highlights debut tries by Sam Clarke and Bradley Tocker for the All Blacks Sevens. Male player Sam Clarke (#23) receives a pass on the wing, dodges an incoming defender, and dives across the goal line to score a try. Clarke celebrates enthusiastically with teammate Rush (#2) and the rest of the team. Alternate camera angles show Clarke's run, grounding, and team celebration. In the next sequence, male player Bradley Tocker (#42) catches a quick pass, cuts past defenders, and slides into the try zone for a debut try. Tocker celebrates on his knees before embracing his teammates in celebration."", ""content_theme"": [""try"", ""celebration"", ""run""], ""format_access"": [""highlight"", ""montage""], ""people"": [""sam clarke"", ""bradley tocker"", ""all blacks sevens""], ""brands"": [""altrad"", ""adidas"", ""hsbc"", ""gilbert""], ""event"": [""hsbc svns"", ""sevens"", ""all blacks""], ""tone"": [""excitement"", ""pride""], ""context"": [""match day""], ""overall_team"": [""men""], ""audio_format"": [""ambient""]}",49.234
Organic | Website,2025,NZ Sevens,IG,Short Video,Social,Teams Promo,HSBC SVNS,https://www.instagram.com/reel/DRrST9egfNQ/,"“oh, that’s a beauty of a try” 🤩 #blackferns7s | #dxbsvns",,71243.0,148.4152,4208.0,"{""play_by_play"": ""Commentary: Felix Hotham for Walker. Again the step and the step, and goes again Stacey Waaka! Throw another one! Does Waaka then throw the ball infield for Miller. Miller will weave her way around and open up now for the flyer, Mahina Paul! She gets the footwork going, twisting the Japanese defense inside and out. And Mahina Paul gets her second of the semi! Oh, that's a beauty of a try!"", ""content_theme"": [""try"", ""run"", ""tackle"", ""rugby_skills""], ""format_access"": [""highlight""], ""people"": [""stacey waaka"", ""mahina paul"", ""black ferns sevens""], ""brands"": [""emirates"", ""hsbc"", ""altrad"", ""adidas""], ""event"": [""hsbc svns"", ""sevens""], ""tone"": [""excitement""], ""context"": [""match day""], ""overall_team"": [""women""], ""audio_format"": [""voice""]}",24.891791383219953
Organic | Website,2025,NZ Sevens,IG,Short Video,Social,Teams Promo,HSBC SVNS,https://www.instagram.com/reel/DRrd7IogbKd/,📚 clutch (noun) definition: 1. performing under pressure when it matters most. 2. synonym: @_bradyrush @jayds_keelan #allblacks7s | #dxbsvns,,66850.0,130.8104,2634.0,"{""play_by_play"": ""Commentary: \""...to Sione Molia, a veteran of this New Zealand side. Ngarohi again, now Collier. Rodeo Williams to Knewstubb. Jeriah Knewstubb out the back door to Brady Rush! And he will win it for New Zealand in the corner!\"" The All Blacks Sevens attack from a ruck, passing the ball quickly across the field. Jeriah Knewstubb executes an offload out the back door to Brady Rush, who sprints down the touchline and dives over the line to score the winning try in the corner."", ""content_theme"": [""try"", ""tackle"", ""run""], ""format_access"": [""highlight""], ""people"": [""brady rush"", ""sione molia"", ""jeriah knewstubb"", ""all blacks sevens""], ""brands"": [""hsbc"", ""emirates""], ""event"": [""sevens"", ""hsbc svns"", ""all blacks""], ""tone"": [""excitement""], ""context"": [""match day""], ""overall_team"": [""men""], ""audio_format"": [""voice"", ""song"", ""ambient""]}",21.455238095238094
Organic | Website,2024,NZ Sevens,IG,Short Video,Social,WIP,WIP,https://www.instagram.com/reel/C9wdJI7yIjP/,"""it's extremely tight, but it makes for awesome viewing for everyone back at home"" - andrew knewstubb spoke to media yesterday about just how good olympic sevens will be. 1 day to go! #wearethenzteam",,23943.0,26.0567,825.0,"{""play_by_play"": ""Interviewer: How tough are you expecting this competition to be?\nMale Athlete: Yeah, I mean you just have to look at the World Series, it's already been, eh, and a lot of the games have been decided on a kick or on a penalty call or, you know, one mistake. So, yeah, it's extremely tight, but it makes for awesome viewing, eh, for everyone at home. So, and it also brings the best out of every team, you know, you've got to be on your game all the time, so... Ah, it's going to be really tight, but, yeah like I said, looking forward to it."", ""content_theme"": [""challenges"", ""player story""], ""format_access"": [""interview""], ""people"": [""new zealand rugby team""], ""brands"": [""peak""], ""event"": [""olympics"", ""sevens""], ""tone"": [""excitement"", ""pride""], ""context"": [""press conference""], ""overall_team"": [""men""], ""audio_format"": [""voice""]}",27.190566893424037
Organic | Website,2024,NZ Sevens,IG,Short Video,Social,Teams Promo,HSBC SVNS,https://www.instagram.com/reel/DDU2nHsBZ2f/,1..2..3.. sisters! 🏆🙌🏽 #blackferns7s | #cptsvns,,139180.0,89.0573,6459.0,"{""play_by_play"": ""The New Zealand Women's Sevens team poses on the podium as the Cape Town SVNS winners. A player lifts the trophy high above her head as the rest of the squad cheers, jumps, and celebrates together."", ""content_theme"": [""celebration""], ""format_access"": [""highlight""], ""people"": [""new zealand womens sevens team"", ""black ferns sevens""], ""brands"": [""hsbc""], ""event"": [""hsbc svns"", ""sevens""], ""tone"": [""excitement"", ""pride""], ""context"": [""post-match"", ""award""], ""overall_team"": [""women""], ""audio_format"": [""ambient""]}",5.524897959183673
Organic | Website,2024,NZ Sevens,IG,Short Video,Social,Teams Promo,All Blacks,https://www.instagram.com/reel/DCXxRF-hh_K/,1️⃣ to 1️⃣0️⃣0️⃣ from his first in cape town 2012 to his 100th in vancouver 2024 - sam dickson has delivered some stunning tries in his sevens career. #allblacks7s | @samdickson7,,30509.0,42.6158,1314.0,"{""play_by_play"": ""A comparative montage featuring New Zealand All Blacks Sevens player Sam Dickson scoring tries in 2012 and 2024. In the 2012 clip, Dickson gathers a kick and sprints downfield untouched to touch down under the posts. The video shifts to 2024, where Dickson receives a precise offload on the wing, dashes to the line, and dives in acrobatically to register his 100th career try, celebrating exuberantly as his teammates lift and embrace him."", ""content_theme"": [""try"", ""celebration"", ""run""], ""format_access"": [""highlight"", ""montage"", ""archive""], ""people"": [""sam dickson"", ""new zealand sevens""], ""brands"": [""adidas"", ""aig"", ""ineos"", ""hsbc""], ""event"": [""hsbc svns"", ""sevens"", ""all blacks""], ""tone"": [""excitement"", ""pride"", ""nostalgia""], ""context"": [""match day""], ""overall_team"": [""men""], ""audio_format"": [""voice"", ""song""]}",29.44145124716553
Organic | Website,2024,NZ Sevens,IG,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.instagram.com/reel/DC_0esXSPdo/,3️⃣ from 3️⃣ for our wāhine on day one!,,24621.0,15.0127,889.0,"{""play_by_play"": ""A graphic overlay displays the full-time score of Black Ferns Sevens 38, Canada 05 at the Dubai SVNS 2024, while female Black Ferns Sevens players embrace in celebration on the pitch."", ""content_theme"": [""celebration""], ""format_access"": [""announcement"", ""highlight""], ""people"": [""black ferns sevens"", ""new zealand rugby team"", ""canada rugby team""], ""brands"": [""altrad""], ""event"": [""hsbc svns"", ""sevens""], ""tone"": [""pride"", ""excitement""], ""context"": [""post-match"", ""match day""], ""overall_team"": [""women""], ""audio_format"": [""song""]}",8.589931972789115
Organic | Website,2024,NZ Sevens,IG,Short Video,Social,Teams Promo,All Blacks,https://www.instagram.com/reel/DCm0jUWyzRN/,a legend soon to take his rightful place in the hall of fame 🫡 @djforbes4 #allblacks7s | #worldrugbyhof,,40153.0,58.7247,1793.0,"{""play_by_play"": ""The video opens with text introducing DJ Forbes as a World Rugby Hall of Fame inductee, accompanied by commentary praising his leadership and skills. A tribute montage highlights DJ Forbes' career with the All Blacks Sevens, displaying key match moments where he carries the ball, fends off tacklers, powers through defenders, and scores tries across various HSBC Sevens tournaments. The video transitions into celebratory scenes of DJ Forbes and his team lifting trophies, ending with a shirtless team post-match Haka performance on the field."", ""content_theme"": [""player story"", ""try"", ""tackle"", ""celebration"", ""haka"", ""run"", ""rugby_skills""], ""format_access"": [""montage"", ""highlight""], ""people"": [""dj forbes"", ""new zealand sevens""], ""brands"": [""adidas"", ""aig"", ""hsbc"", ""cathay pacific""], ""event"": [""hsbc svns"", ""sevens"", ""all blacks""], ""tone"": [""pride"", ""excitement"", ""nostalgia""], ""context"": [""match day"", ""post-match"", ""award""], ""overall_team"": [""men""], ""audio_format"": [""voice"", ""song""]}",86.91083900226758
Organic | Website,2024,NZ Sevens,IG,Short Video,Premium,Original,Sarah Hirini: Relentless,https://www.instagram.com/reel/C99Ei44SVk6/,a light at the end of the tunnel 🖤 follow gossie’s journey back to the black jersey in episode 2 of the nzr+ series ‘sarah hirini: relentless’ which is live now nzr+ and youtube! head to the link in our bio to watch the latest episode now 🔗 #nzsevens | #blackfernssevens,,49463.0,99.6288,2636.0,"{""play_by_play"": ""Sarah Hirini speaks about her injury recovery and progress as clips play of her on the sidelines at a stadium hugging and greeting her Black Ferns Sevens teammates. In an interview, she shares how she is counting down to the team naming so she can focus on her plans. She is then seen walking down an office hallway toward a meeting room. She opens the door and says 'Hello', to which the coach replies 'Hey Gossie. How are you feeling?' Sarah replies 'Nervous' as the door shuts. The video ends with a promotional slide for NZR+."", ""content_theme"": [""player story"", ""challenges""], ""format_access"": [""behind-the-scenes"", ""interview"", ""promotion""], ""people"": [""sarah hirini"", ""black ferns sevens""], ""brands"": [""altrad"", ""adidas"", ""ineos"", ""hsbc"", ""nzr+""], ""event"": [""sevens"", ""olympics"", ""hsbc svns""], ""tone"": [""pride"", ""tension""], ""context"": [""squad naming""], ""overall_team"": [""women""], ""audio_format"": [""voice"", ""song""]}",49.61959183673469
Organic | Website,2025,NZ Sevens,IG,Short Video,Social,Teams Promo,HSBC SVNS,https://www.instagram.com/reel/DGb6eQpBz3l/,a little razzle and dazzle from frank and joey✨ #allblacks7s | #hsbcsvnsvan,,94220.0,211.2663,4876.0,"{""play_by_play"": ""Frank Vaenuku of the All Blacks Sevens gets the ball on the outside, fends off a defender from Great Britain, and delivers an incredible behind-the-back offload while being tackled. Joe Webber catches the pass in stride and runs it in for a try, followed by slow-motion replays of the skill."", ""content_theme"": [""try"", ""tackle"", ""rugby_skills"", ""run""], ""format_access"": [""highlight""], ""people"": [""frank vaenuku"", ""joe webber"", ""all blacks sevens""], ""brands"": [""hsbc"", ""adidas"", ""altrad""], ""event"": [""hsbc svns"", ""all blacks sevens"", ""sevens""], ""tone"": [""excitement""], ""context"": [""match day""], ""overall_team"": [""men""], ""audio_format"": [""voice"", ""song"", ""ambient""]}",44.3718820861678
Organic | Website,2024,NZ Sevens,IG,Short Video,Social,Teams Promo,HSBC SVNS,https://www.instagram.com/reel/DDVH-drqj-G/,a message from your champs 🖤 #blackferns7s | #cptsvns,,67175.0,79.9277,5602.0,"{""play_by_play"": ""The New Zealand Women's Sevens players gather together on the pitch after a tournament victory. One player holds the camera in a selfie view and addresses the fans: \""On behalf of the Black Ferns Sevens, we just want to say a massive thank you for the aroha and support from back home. We hear you, we see you, thank you so much!\"" The players celebrate and cheer loudly together while displaying their gold winner medals."", ""content_theme"": [""celebration""], ""format_access"": [""candid clip""], ""people"": [""black ferns sevens"", ""new zealand rugby team""], ""brands"": [""adidas"", ""altrad"", ""hsbc""], ""event"": [""hsbc svns"", ""sevens""], ""tone"": [""excitement"", ""pride"", ""wholesome""], ""context"": [""post-match"", ""award""], ""overall_team"": [""women""], ""audio_format"": [""voice""]}",13.233922902494331
Organic | Website,2024,NZ Sevens,IG,Short Video,Social,Olympics,Paris 2024,https://www.instagram.com/reel/C-D59yISm82/,a message from your golden gals 🥇 #paris2024 | #rugbysevens,,272193.0,527.7495,19486.0,"{""play_by_play"": ""A female New Zealand rugby sevens player walking at night holds up her Olympic gold medal and shouts to the camera: 'So New Zealand, this one was for you! Thank you wh\u0101nau, friends for all your support, we appreciate it so much. Gold medal baby, we're coming home!' Another female teammate shows off her Paris 2024 gold medal outside the stadium, admiring its detail and sparkle. A third player kisses her gold medal, and a fourth player smiles proudly holding hers up, noting how heavy it is. Teammates take turns speaking to the camera, expressing immense gratitude to fans back home in New Zealand for waking up in the early hours to support them, feeling the love in France, and expressing excitement to bring the gold medal home to celebrate."", ""content_theme"": [""celebration"", ""player story""], ""format_access"": [""candid clip"", ""reaction""], ""people"": [""new zealand rugby team""], ""brands"": [""adidas""], ""event"": [""olympics"", ""sevens""], ""tone"": [""excitement"", ""pride"", ""wholesome""], ""context"": [""post-match"", ""award""], ""overall_team"": [""women""], ""audio_format"": [""voice""]}",50.10721088435374
Organic | Website,2024,NZ Sevens,IG,Short Video,Social,Moments,Jersey,https://www.instagram.com/reel/DDeFbNcSxyF/,a special afternoon with our u18 teams being presented their jerseys by their whānau ahead of the @globalyouth7s 🥹🖤 #nz7s,,54731.0,86.0887,2000.0,"{""play_by_play"": ""A speaker in a Black Ferns Sevens polo addresses a room, expressing how special and prestigious it is to receive the black jersey. Young female players listen attentively as jerseys are presented by family members and mentors amidst hugs and emotional reactions. A male coach then speaks to the young male players, reminding them that they were selected because they are outstanding players with the X-factor. Split screens and montage clips show both male and female players embracing loved ones, smiling, and proudly holding up their newly presented New Zealand Under 18 Sevens jerseys."", ""content_theme"": [""celebration"", ""player story""], ""format_access"": [""behind-the-scenes"", ""montage""], ""people"": [""new zealand u18 sevens team""], ""brands"": [""adidas"", ""altrad""], ""event"": [""sevens""], ""tone"": [""pride"", ""wholesome""], ""context"": [""jersey reveal""], ""overall_team"": [""women"", ""men"", ""youth""], ""audio_format"": [""voice"", ""song""]}",32.529705215419504
Organic | Website,2024,NZ Sevens,IG,Short Video,Premium,Original,Poi Stories,https://www.instagram.com/reel/DDte9e3PYsg/,a special solo for portia 👏 watch our final performance in episode 7 of poi stories live now on youtube and nzr+. link in bio 📺 #poistories | #blackferns | #nzsevens,,44360.0,89.4974,1914.0,"{""play_by_play"": ""A female rugby player speaks about being surprised with a solo cultural performance role. She rehearses handling poi and a patu backstage before performing on stage in traditional M\u0101ori attire alongside fellow performers."", ""content_theme"": [""player story"", ""non rugby related""], ""format_access"": [""interview"", ""behind-the-scenes""], ""people"": [""stacey waaka""], ""brands"": [""adidas"", ""nzr+""], ""event"": [""undefined""], ""tone"": [""pride"", ""wholesome"", ""lighthearted""], ""context"": [""undefined""], ""overall_team"": [""women"", ""maori""], ""audio_format"": [""voice"", ""song""]}",36.181333333333335
Organic | Website,2024,NZ Sevens,IG,Short Video,Social,Teams Promo,HSBC SVNS,https://www.instagram.com/reel/DDHLLdqK9gC/,"all the reacts with the all blacks sevens 📹🤪 watch along with the boys @tone.ngshiu, @codemeru_vai and @joey.taumateine as they cheer on the black ferns sevens (and tone’s partner @dhysfaleafaga) at the dubai sevens. #allblacks7s | #blackferns7s | #dubai7s",,154249.0,636.0925,9454.0,"{""play_by_play"": ""New Zealand All Blacks Sevens players sit in the stands watching and reacting to the Black Ferns Sevens match during the HSBC SVNS Dubai tournament. They cheer enthusiastically for the women's team, particularly cheering on player Dhys Faleafaga ('THAT'S MY MRS'). The video shows split-screen views of the men's live sideline reactions alongside key moments on the pitch, including tries, tackles, turnovers, and big runs. At the end of the video, Dhys Faleafaga comes over to the barrier to share a wholesome moment with her partner Che Clark."", ""content_theme"": [""try"", ""tackle"", ""celebration"", ""rugby_skills""], ""format_access"": [""reaction"", ""candid clip"", ""highlight"", ""behind-the-scenes""], ""people"": [""dhys faleafaga"", ""che clark"", ""new zealand women's national rugby sevens team"", ""new zealand national rugby sevens team""], ""brands"": [""hsbc"", ""emirates"", ""adidas"", ""altrad""], ""event"": [""hsbc svns"", ""sevens""], ""tone"": [""excitement"", ""humour"", ""wholesome"", ""lighthearted""], ""context"": [""match day""], ""overall_team"": [""women"", ""men""], ""audio_format"": [""voice"", ""ambient""]}",148.95455782312925
Organic | Website,2024,NZ Sevens,IG,Short Video,No Hashtag,No Hashtag,No Hashtag,https://www.instagram.com/reel/C-J17C6SCO6/,back on home soil and carrying special cargo 🥇,,246611.0,593.3299,16584.0,"{""play_by_play"": ""New Zealand Black Ferns Sevens players arrive at the airport terminal pushing luggage carts to a warm welcome. Banners in the international arrivals hall display messages supporting the team. Sarah Hirini poses with young family members while holding her gold medal. Stacey Waaka, Risaleeana Pouri-Lane, and Michaela Blyde give interviews to media members. Sarah Hirini and Stacey Waaka proudly display their Paris 2024 Olympic gold medals alongside homemade medals given by fans. Michaela Blyde signs an autograph for a fan in the airport."", ""content_theme"": [""celebration"", ""player story""], ""format_access"": [""montage"", ""interview"", ""behind-the-scenes""], ""people"": [""sarah hirini"", ""stacey waaka"", ""michaela blyde"", ""risaleeana pouri-lane"", ""black ferns sevens""], ""brands"": [""adidas"", ""peak""], ""event"": [""olympics"", ""sevens""], ""tone"": [""pride"", ""wholesome"", ""excitement""], ""context"": [""travel""], ""overall_team"": [""women""], ""audio_format"": [""song"", ""ambient""]}",45.02204081632653
Organic | Website,2024,NZ Sevens,IG,Short Video,Social,Teams Promo,HSBC SVNS,https://www.instagram.com/reel/DCwucpTymLg/,behind the scenes with brady 📹🌏✈️ @_bradyrush takes you on tour with the all blacks sevens as they travel to dubai for the start of the 2025 svns season. #allblacks7s | #dubaisvns | @svnsseries,,44937.0,94.0794,1689.0,"{""play_by_play"": ""Members of the All Blacks Sevens team document their travel journey to Dubai. They are seen bantering in the airport, boarding an Emirates flight, relaxing in business class, and arriving at their destination early in the morning where they collect their luggage and head to the hotel for breakfast."", ""content_theme"": [""non rugby related""], ""format_access"": [""behind-the-scenes"", ""candid clip""], ""people"": [""all blacks sevens""], ""brands"": [""adidas"", ""emirates"", ""altrad"", ""ineos""], ""event"": [""sevens"", ""all blacks"", ""hsbc svns""], ""tone"": [""humour"", ""lighthearted""], ""context"": [""travel"", ""tour""], ""overall_team"": [""men""], ""audio_format"": [""voice"", ""song""]}",88.55945578231292
Organic | Website,2024,NZ Sevens,IG,Short Video,Social,Teams Promo,Black Ferns,https://www.instagram.com/reel/DDFueyIqxVU/,best debut surprise ever 🥹 #blackferns7s,,354257.0,1122.1616,21225.0,"{""play_by_play"": ""Katelyn Vahaakolo runs out for her Black Ferns Sevens debut while caption text explains her girlfriend Patricia Maliepo secretly traveled to surprise her. After the match, Vahaakolo is led to the fence where Maliepo is waiting, reacts in shock, and hugs her emotionally. In a follow-up clip, Vahaakolo says, 'Do you know we were on the phone and I was like why can't you come and she's like no I'm sorry I can't come, and then I started crying... but she's here and I'm so happy.'"", ""content_theme"": [""player story"", ""celebration""], ""format_access"": [""candid clip"", ""interview"", ""behind-the-scenes""], ""people"": [""katelyn vahaakolo"", ""patricia maliepo"", ""black ferns sevens""], ""brands"": [""hsbc"", ""emirates"", ""altrad"", ""adidas""], ""event"": [""hsbc svns"", ""sevens""], ""tone"": [""wholesome"", ""excitement"", ""pride""], ""context"": [""post-match"", ""match day""], ""overall_team"": [""women""], ""audio_format"": [""voice"", ""song""]}",45.13814058956916
Organic | Website,2024,NZ Sevens,IG,Short Video,Social,Teams Promo,HSBC SVNS,https://www.instagram.com/reel/DDCBNLEK1m2/,black ferns sevens are off to the big dance! 💃🏽 #blackferns7s | #dubai7s,,26827.0,18.0612,1316.0,"{""play_by_play"": ""Members of the female Black Ferns Sevens squad walk down a corridor following their match against France at the Dubai SVNS, smiling, dancing, waving, and celebrating their 28-14 victory."", ""content_theme"": [""celebration""], ""format_access"": [""behind-the-scenes"", ""candid clip""], ""people"": [""black ferns sevens""], ""brands"": [""adidas"", ""altrad""], ""event"": [""hsbc svns"", ""sevens""], ""tone"": [""excitement"", ""pride"", ""lighthearted""], ""context"": [""post-match"", ""match day""], ""overall_team"": [""women""], ""audio_format"": [""song""]}",8.589931972789115
Organic | Website,2024,NZ Sevens,IG,Short Video,Social,Teams Promo,HSBC SVNS,https://www.instagram.com/reel/DDDbzIPKARK/,boomfah!💥@kelseyteneti #blackferns7s | #dubai7s,,180946.0,340.0914,5916.0,"{""play_by_play"": ""Kelsey Teneti receives the ball during a sevens match against Australia and executes a powerful fend-off against an Australian defender. Replays show Teneti powering through tackles from Australian players. The attack continues as Manaia Nuku receives the ball, sprints down the field, and dives across the try line to score for New Zealand."", ""content_theme"": [""try"", ""tackle"", ""run"", ""rugby_skills""], ""format_access"": [""highlight""], ""people"": [""kelsey teneti"", ""manaia nuku"", ""new zealand women sevens team"", ""australia women sevens team""], ""brands"": [""hsbc"", ""emirates"", ""altrad"", ""adidas""], ""event"": [""hsbc svns"", ""sevens""], ""tone"": [""excitement""], ""context"": [""match day""], ""overall_team"": [""women""], ""audio_format"": [""song""]}",19.87482993197279
Organic | Website,2025,NZ Sevens,IG,Short Video,Social,Teams Promo,HSBC SVNS,https://www.instagram.com/reel/DFUUVG8STIC/,brake was on and her brakes were off in the perth svns final 🏎️ (the last pun we swear @michaelablyde 😉) #blackferns7s | #svnsper,,63723.0,158.568,5039.0,"{""play_by_play"": ""Commentary accompanies highlights of the New Zealand Women's Sevens team playing Australia in the HSBC SVNS tournament. Michaela Brake receives the ball, accelerates past Australian defenders down the sideline, and scores a try in the corner. Fan signs celebrate Brake's run. A replay shows Jazmin Felix-Hotham setting up another play where Brake breaks through the defensive line and dives over the line for a second try."", ""content_theme"": [""try"", ""run"", ""celebration"", ""tackle""], ""format_access"": [""highlight""], ""people"": [""michaela brake"", ""jazmin felix-hotham"", ""new zealand womens sevens team"", ""australia womens sevens team""], ""brands"": [""hsbc"", ""red bull"", ""adidas"", ""altrad"", ""ineos""], ""event"": [""hsbc svns"", ""sevens""], ""tone"": [""excitement""], ""context"": [""match day""], ""overall_team"": [""women""], ""audio_format"": [""voice"", ""ambient""]}",67.28997732426303
Organic | Website,2024,NZ Sevens,IG,Short Video,Social,Teams Promo,HSBC SVNS,https://www.instagram.com/reel/DDU08F4qjxp/,champions in cape town! 🎉🏆 #blackferns7s | #cptsvns,,30365.0,20.7137,1918.0,"{""play_by_play"": ""A full-time match graphic displays the final score between Black Ferns Sevens (26) and USA Rugby (12) at the Cape Town SVNS 2024 at DHL Stadium, with the Black Ferns Sevens players celebrating in the background image as upbeat music plays."", ""content_theme"": [""celebration""], ""format_access"": [""announcement""], ""people"": [""black ferns sevens""], ""brands"": [""dhl""], ""event"": [""hsbc svns"", ""sevens""], ""tone"": [""pride"", ""excitement""], ""context"": [""post-match""], ""overall_team"": [""women""], ""audio_format"": [""song""]}",7.870113378684807
Organic | Website,2024,NZ Sevens,IG,Short Video,Social,Teams Promo,HSBC SVNS,https://www.instagram.com/reel/DDVOoODTqnD/,can always count on the black ferns sevens to bring the most immaculate of vibes 💃🏽🎉🙌🏽🎶 #blackferns7s | #cptsvns,,245787.0,703.5834,14353.0,"{""play_by_play"": ""The New Zealand Women's Sevens players, wearing their medals and team kit, celebrate on the stadium pitch after a tournament victory. Player number 13 (Felix-Hothan) dances with pom-poms alongside a performer in neon green, while player number 4 (Paul), player number 88 (Teneti), and other teammates join in dancing and clapping to the stadium music."", ""content_theme"": [""celebration""], ""format_access"": [""candid clip"", ""behind-the-scenes""], ""people"": [""black ferns sevens"", ""new zealand sevens""], ""brands"": [""adidas"", ""altrad"", ""ineos"", ""hsbc""], ""event"": [""hsbc svns"", ""sevens""], ""tone"": [""excitement"", ""lighthearted"", ""wholesome""], ""context"": [""post-match""], ""overall_team"": [""women""], ""audio_format"": [""song"", ""ambient""]}",34.85170068027211
Organic | Website,2024,NZ Sevens,IG,Short Video,Premium,Original,Poi Stories,https://www.instagram.com/reel/DB6_sR7CP9n/,capturing the beauty of who we are 🖤 episode 4 of “poi stories is live now exclusively on nzr+ 📺 #nzsevens | #poistories | #blackferns,,66695.0,142.4921,3785.0,"{""play_by_play"": ""A woman stands outside practicing with poi while discussing cultural heritage. She says, \""What I love the most about this waiata and this poi is it brings the softness out of us. You know, we're rugby players, we crash, bash and hit everything, but in this aspect, we're trying to capture the beauty of who we are.\"" She then sits down outdoors with a companion to watch a video on a laptop and reacts, \""That's beautiful. Thank you. I love the imagery that you get with just the kupu, without even seeing it.\"" The woman in sunglasses responds, \""This poi, it's a poi of gratitude to your support system.\"" She smiles and concludes, \""Beautiful. I love it. First impression, just really impressed, like really beautiful waiata.\"""", ""content_theme"": [""player story""], ""format_access"": [""interview"", ""behind-the-scenes"", ""reaction""], ""people"": [""black ferns""], ""brands"": [""nzr+""], ""event"": [""all blacks""], ""tone"": [""pride"", ""wholesome""], ""context"": [""off-season""], ""overall_team"": [""women""], ""audio_format"": [""voice"", ""song""]}",45.9740589569161
Organic | Website,2024,NZ Sevens,IG,Short Video,Social,Moments,HSBC SVNS,https://www.instagram.com/reel/DDU7cLbBFNt/,champions haka in cape town 🖤 #blackferns7s | #cptsvns,,201489.0,396.9279,14584.0,"{""play_by_play"": ""The New Zealand Women's Sevens team (Black Ferns Sevens) performs a powerful celebratory haka on the rugby field at the Cape Town SVNS tournament, standing behind a championship trophy while chanting and performing traditional gestures in unison."", ""content_theme"": [""haka"", ""celebration""], ""format_access"": [""candid clip"", ""highlight""], ""people"": [""black ferns sevens"", ""new zealand women's national rugby sevens team""], ""brands"": [""adidas"", ""altrad"", ""hsbc""], ""event"": [""hsbc svns"", ""sevens""], ""tone"": [""pride"", ""excitement""], ""context"": [""post-match"", ""award""], ""overall_team"": [""women""], ""audio_format"": [""voice"", ""ambient""]}",60.50975056689342
